https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD010288.pub5/full|Allergy & intolerance|Anti‐IgE therapy for allergic bronchopulmonary aspergillosis in people with cystic fibrosis|Kana R Jat, Dinesh K Walia, Anju Khairwa|2021-09-22
https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD008774.pub2/full|Allergy & intolerance|Specific allergen immunotherapy for the treatment of atopic eczema|Herman Tam, Moises A Calderon, Logan Manikam, Helen Nankervis, Ignacio García Núñez, Hywel C Williams, Stephen Durham, Robert J Boyle|2016-02-12

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD009745.pub2/full|Allergy & intolerance|Leukoreduction for the prevention of adverse reactions from allogeneic blood transfusion|Daniel Simancas‐Racines, Dimelza Osorio, Arturo J Martí‐Carvajal, Ingrid Arevalo‐Rodriguez|2015-12-03

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD010522.pub2/full|Allergy & intolerance|Immunotherapy (oral and sublingual) for food allergy to fruits|Juan Jose Yepes‐Nuñez, Yuan Zhang, Marta Roqué i Figuls, Joan Bartra Tomas, Juan M Reyes Sanchez, Fernando Pineda de la Losa, Ernesto Enrique|2015-11-09

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD010464.pub2/full|Allergy & intolerance|Glycerin laxatives for prevention or treatment of feeding intolerance in very low birth weight infants|Jasim Anabrees, Vibhuti S Shah, Ahlam AlOsaimi, Khalid AlFaleh|2015-09-30

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD010085.pub2/full|Allergy & intolerance|Maternal prenatal and/or postnatal n‐3 long chain polyunsaturated fatty acids (LCPUFA) supplementation for preventing allergies in early childhood|Anoja W Gunaratne, Maria Makrides, Carmel T Collins|2015-07-22

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD009566.pub2/full|Allergy & intolerance|Topical antihistamines and mast cell stabilisers for treating seasonal and perennial allergic conjunctivitis|Mayret Castillo, Neil W Scott, Mohammad Z Mustafa, Mohammed S Mustafa, Augusto Azuara‐Blanco|2015-06-01

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD008426.pub2/full|Allergy & intolerance|House dust mite reduction and avoidance measures for treating eczema|Helen Nankervis, Emma V Pynn, Robert J Boyle, Lesley Rushton, Hywel C Williams, Deanne M Hewson, Thomas Platts‐Mills|2015-01-19

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD006137.pub2/full|Allergy & intolerance|H1‐antihistamines for chronic spontaneous urticaria|Maulina Sharma, Cathy Bennett, Stuart N Cohen, Ben Carter|2014-11-14

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD003559.pub4/full|Allergy & intolerance|Omalizumab for asthma in adults and children|Rebecca Normansell, Samantha Walker, Stephen J Milan, E. Haydn Walters, Parameswaran Nair|2014-01-13

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD003563.pub2/full|Allergy & intolerance|Dehumidifiers for chronic asthma|Meenu Singh, Nishant Jaiswal|2013-06-13

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD004591.pub3/full|Allergy & intolerance|Lactase treated feeds to promote growth and feeding tolerance in preterm infants|Cherrie Rose Y Tan‐Dy, Arne Ohlsson|2013-03-28

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD006474.pub3/full|Allergy & intolerance|Prebiotics in infants for prevention of allergy|David A Osborn, John KH Sinn|2013-03-28

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD007770.pub2/full|Allergy & intolerance|Oral H1 antihistamines as monotherapy for eczema|Christian J Apfelbacher, Esther J van Zuuren, Zbys Fedorowicz, Aldrin Jupiter, Uwe Matterne, Elke Weisshaar|2013-02-28

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD009542.pub2/full|Allergy & intolerance|Oral immunotherapy for milk allergy|Joanne P Yeung, Lorie A Kloda, Jason McDevitt, Moshe Ben‐Shoshan, Reza Alizadehfar|2012-11-14

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD008838.pub2/full|Allergy & intolerance|Venom immunotherapy for preventing allergic reactions to insect stings|Robert J Boyle, Mariam Elremeli, Juliet Hockenhull, Mary Gemma Cherry, Max K Bulsara, Michael Daniels, J.N.G. Oude Elberink|2012-10-17

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD000133.pub3/full|Allergy & intolerance|Maternal dietary antigen avoidance during pregnancy or lactation, or both, for preventing or treating atopic disease in the child|Michael S Kramer, Ritsuko Kakuma|2012-09-12

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD009014.pub2/full|Allergy & intolerance|Allergen‐specific oral immunotherapy for peanut allergy|Ulugbek Nurmatov, Iris Venderbosch, Graham Devereux, F Estelle R Simons, Aziz Sheikh|2012-09-12

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD008935.pub2/full|Allergy & intolerance|Adrenaline auto‐injectors for the treatment of anaphylaxis with and without cardiovascular collapse in the community|Aziz Sheikh, F Estelle R Simons, Victoria Barbour, Allison Worth|2012-08-15

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD004357.pub4/full|Allergy & intolerance|Monosodium glutamate avoidance for chronic asthma in adults and children|Yan Zhou, Ming Yang, Bi Rong Dong|2012-06-13

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD009238.pub2/full|Allergy & intolerance|Helminth therapy (worms) for allergic rhinitis|Ashley M Croft, Peter Bager, Sushil K Garg|2012-04-18

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD007596.pub3/full|Allergy & intolerance|Glucocorticoids for the treatment of anaphylaxis|Karen Jui Lin Choo, F Estelle R Simons, Aziz Sheikh|2012-04-18

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD008596.pub2/full|Allergy & intolerance|Histamine H2‐receptor antagonists for urticaria|Zbys Fedorowicz, Esther J van Zuuren, Nianfang Hu|2012-03-14

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD007685.pub2/full|Allergy & intolerance|Sublingual immunotherapy for treating allergic conjunctivitis|Moises A Calderon, Martin Penagos, Aziz Sheikh, Giorgio W Canonica, Stephen Durham|2011-07-06

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD005235.pub2/full|Allergy & intolerance|Inferior turbinate surgery for nasal obstruction in allergic rhinitis after failed medical treatment|Jemy Jose, Andrew P Coatesworth|2010-12-08

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD002893.pub2/full|Allergy & intolerance|Sublingual immunotherapy for allergic rhinitis|Suzana Radulovic, Moises A Calderon, Duncan Wilson, Stephen Durham|2010-12-08

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD001186.pub2/full|Allergy & intolerance|Injection allergen immunotherapy for asthma|Michael J Abramson, Robert M Puy, John M Weiner|2010-08-04

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD006989.pub2/full|Allergy & intolerance|Antihistamines used in addition to topical nasal steroids for intermittent and persistent allergic rhinitis in children|Mona Nasser, Zbys Fedorowicz, Hamad Aljufairi, William McKerrow|2010-07-07

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD001563.pub3/full|Allergy & intolerance|House dust mite avoidance measures for perennial allergic rhinitis|Aziz Sheikh, Brian Hurwitz, Ulugbek Nurmatov, Constant Paul van Schayck|2010-07-07

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD007539.pub2/full|Allergy & intolerance|Pharmacological interventions for the prevention of allergic and febrile non‐haemolytic transfusion reactions|Arturo J Martí‐Carvajal, Ivan Solà, Luis Ernesto González, Graciela Leon de Gonzalez, Nelcy Rodriguez‐Malagon|2010-06-16

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD006480.pub2/full|Allergy & intolerance|Mono and multifaceted inhalant and/or food allergen reduction interventions for preventing asthma in children at high risk of developing asthma|Tanja Maas, Janneke Kaper, Aziz Sheikh, J. André Knottnerus, Geertjan Wesseling, Edward Dompeling, Jean WM Muris, Constant Paul van Schayck|2009-07-08

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD006312.pub2/full|Allergy & intolerance|Adrenaline (epinephrine) for the treatment of anaphylaxis with and without shock|Aziz Sheikh, Yasser A Shehata, Simon GA Brown, F Estelle R Simons|2008-10-08

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD001815.pub2/full|Allergy & intolerance|Erythromycin for the prevention and treatment of feeding intolerance in preterm infants|Eugene Ng, Vibhuti S Shah|2008-07-16

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD005604.pub3/full|Allergy & intolerance|Anti‐histamines for prolonged non‐specific cough in children|Anne B Chang, Jane Peake, Margaret S McElrea|2008-04-23

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD001187.pub3/full|Allergy & intolerance|House dust mite control measures for asthma|Peter C Gøtzsche, Helle Krogh Johansen|2008-04-16

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD005203.pub2/full|Allergy & intolerance|Dietary exclusions for established atopic eczema|Fiona J Bath‐Hextall, Finola M Delamere, Hywel C Williams|2008-01-23

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD006475.pub2/full|Allergy & intolerance|Probiotics in infants for prevention of allergic disease and food hypersensitivity|David A Osborn, John KH Sinn|2007-10-17

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD001936.pub2/full|Allergy & intolerance|Allergen injection immunotherapy for seasonal allergic rhinitis|Moises A Calderon, Bernadette Alves, Mikila Jacobson, Brian Hurwitz, Aziz Sheikh, Stephen Durham|2007-01-24

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD006160.pub2/full|Allergy & intolerance|H1‐antihistamines for the treatment of anaphylaxis with and without shock|Aziz Sheikh, Vera M ten Broek, Simon GA Brown, F Estelle R Simons|2007-01-24

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD003163.pub4/full|Allergy & intolerance|Topical nasal steroids for intermittent and persistent allergic rhinitis in children|Jamal J Al Sayyad, Zbys Fedorowicz, Dunia Alhashimi, Ahmed Jamal|2007-01-24

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD003741.pub4/full|Allergy & intolerance|Soy formula for prevention of allergy and food intolerance in infants|David A Osborn, John KH Sinn|2006-10-18

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD004460.pub2/full|Allergy & intolerance|Capsaicin for allergic rhinitis in adults|Jing Cheng, Xiang Ning Yang, Xian Liu, Shi Ping Zhang|2006-04-19

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD003550.pub2/full|Allergy & intolerance|Nonlatex versus latex male condoms for contraception|Maria F Gallo, David A Grimes, Laureen M Lopez, Kenneth F Schulz|2006-01-25

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD001108.pub2/full|Allergy & intolerance|Azoles for allergic bronchopulmonary aspergillosis associated with asthma|Peter Wark, Peter G Gibson, Amanda Wilson|2004-07-19

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD003570/full|Allergy & intolerance|Intranasal corticosteroids for asthma control in people with coexisting asthma and rhinitis|Philip Taramarcaz, Peter G Gibson|2003-07-21

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD000460/full|Allergy & intolerance|Tartrazine exclusion for allergic asthma|Kate Ardern|2001-10-23

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD002989/full|Allergy & intolerance|Pet allergen control measures for allergic asthma in children and adults|Sally A Kilburn, Toby J Lasserson, Michael C McKean|2001-01-22

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD002154/full|Allergy & intolerance|Feather versus non‐feather bedding for asthma|Fiona Campbell, Peter G Gibson|2000-10-23

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD001283/full|Allergy & intolerance|Dietary marine fatty acids (fish oil) for asthma in adults and children|Francis CK Thien, Stefano De Luca, Rosalie K Woods, Michael J Abramson|2000-10-23

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD002153/full|Allergy & intolerance|Interventions for preventing reactions to snake antivenom|Issarang Nuchprayoon, Paul Garner|1999-10-25

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD012028.pub2/full|Diagnosis|Magnetic resonance imaging (MRI) for diagnosis of acute appendicitis|Nigel D'Souza, Georgina Hicks, Richard Beable, Antony Higginson, Bo Rud|2021-12-14

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD010173.pub3/full|Diagnosis|Clinical assessment for the detection of oral cavity cancer and potentially malignant disorders in apparently healthy adults|Tanya Walsh, Saman Warnakulasuriya, Mark W Lingen, Alexander R Kerr, Graham R Ogden, Anne-Marie Glenny, Richard Macey|2021-12-10

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD012325.pub2/full|Diagnosis|Fluorine‐18‐fluorodeoxyglucose (FDG) positron emission tomography (PET) computed tomography (CT) for the detection of bone, lung, and lymph node metastases in rhabdomyosarcoma|Bas Vaarwerk, Willemijn B Breunis, Lianne M Haveman, Bart de Keizer, Nina Jehanno, Lise Borgwardt, Rick R van Rijn, Henk van den Berg, Jérémie F Cohen, Elvira C van Dalen, Johannes HM Merks|2021-11-09

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD012679.pub2/full|Diagnosis|Screening for aspiration risk associated with dysphagia in acute stroke|Elizabeth Boaden, Jane Burnell, Lucy Hives, Paola Dey, Andrew Clegg, Mary W Lyons, C Elizabeth Lightbody, Margaret A Hurley, Hazel Roddam, Elizabeth McInnes, Anne Alexandrov, Caroline L Watkins|2021-10-18

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD013362.pub2/full|Diagnosis|Computed tomography for the diagnosis of hepatocellular carcinoma in adults with chronic liver disease|Tin Nadarevic, Vanja Giljaca, Agostino Colli, Mirella Fraquelli, Giovanni Casazza, Damir Miletic, Davor Štimac|2021-10-06

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD011482.pub2/full|Diagnosis|Imaging modalities for the detection of posterior pelvic floor disorders in women with obstructed defaecation syndrome|Isabelle M A van Gruting, Aleksandra Stankiewicz, Ranee Thakar, Giulio A Santoro, Joanna IntHout, Abdul H Sultan|2021-09-23

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD013207.pub2/full|Diagnosis|Point‐of‐care tests detecting HIV nucleic acids for diagnosis of HIV‐1 or HIV‐2 infection in infants and children aged 18 months or less|Eleanor A Ochodo, Fatuma Guleid, Jonathan J Deeks, Sue Mallett|2021-08-12

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD010783.pub3/full|Diagnosis|Mini‐Mental State Examination (MMSE) for the early detection of dementia in people with mild cognitive impairment (MCI)|Ingrid Arevalo-Rodriguez, Nadja Smailagic, Marta Roqué-Figuls, Agustín Ciapponi, Erick Sanchez-Perez, Antri Giannakou, Olga L Pedraza, Xavier Bonfill Cosp, Sarah Cullum|2021-07-27

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD010276.pub3/full|Diagnosis|Diagnostic tests for oral cancer and potentially malignant disorders in patients presenting with clinically evident lesions|Tanya Walsh, Richard Macey, Alexander R Kerr, Mark W Lingen, Graham R Ogden, Saman Warnakulasuriya|2021-07-20

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD010772.pub3/full|Diagnosis|Informant Questionnaire on Cognitive Decline in the Elderly (IQCODE) for the detection of dementia within a secondary care setting|Jennifer K Burton, Patricia Fearon, Anna H Noel-Storr, Rupert McShane, David J Stott, Terry J Quinn|2021-07-19

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD010079.pub3/full|Diagnosis|Informant Questionnaire on Cognitive Decline in the Elderly (IQCODE) for the detection of dementia within community dwelling populations|Terry J Quinn, Patricia Fearon, Anna H Noel-Storr, Camilla Young, Rupert McShane, David J Stott|2021-07-19

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD010771.pub3/full|Diagnosis|Informant Questionnaire on Cognitive Decline in the Elderly (IQCODE) for the detection of dementia within a general practice (primary care) setting|Jennifer K Burton, Patricia Fearon, Anna H Noel-Storr, Rupert McShane, David J Stott, Terry J Quinn|2021-07-19

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD011333.pub3/full|Diagnosis|Informant Questionnaire on Cognitive Decline in the Elderly (IQCODE) for the early detection of dementia across a variety of healthcare settings|Jennifer K Burton, David J Stott, Rupert McShane, Anna H Noel-Storr, Rhiannon S Swann-Price, Terry J Quinn|2021-07-18

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD010860.pub3/full|Diagnosis|Mini‐Cog for the detection of dementia within a community setting|Bruce A Fage, Calvin CH Chan, Sudeep S Gill, Anna H Noel-Storr, Nathan Herrmann, Nadja Smailagic, Vasilis Nikolaou, Dallas P Seitz|2021-07-14

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD011414.pub3/full|Diagnosis|Mini‐Cog for the detection of dementia within a secondary care setting|Calvin CH Chan, Bruce A Fage, Jennifer K Burton, Nadja Smailagic, Sudeep S Gill, Nathan Herrmann, Vasilis Nikolaou, Terry J Quinn, Anna H Noel-Storr, Dallas P Seitz|2021-07-14

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD011415.pub3/full|Diagnosis|Mini‐Cog for the detection of dementia within a primary care setting|Dallas P Seitz, Calvin CH Chan, Hailey T Newton, Sudeep S Gill, Nathan Herrmann, Nadja Smailagic, Vasilis Nikolaou, Bruce A Fage|2021-07-14

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD010775.pub3/full|Diagnosis|Montreal Cognitive Assessment for the detection of dementia|Daniel HJ Davis, Samuel T Creavin, Jennifer LY Yip, Anna H Noel-Storr, Carol Brayne, Sarah Cullum|2021-07-13

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD013693.pub2/full|Diagnosis|Screening tests for active pulmonary tuberculosis in children|Bryan Vonasek, Tara Ness, Yemisi Takwoingi, Alexander W Kay, Susanna S van Wyk, Lara Ouellette, Ben J Marais, Karen R Steingart, Anna M Mandalakas|2021-06-28

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD013021.pub2/full|Diagnosis|Sentinel node biopsy for diagnosis of lymph node involvement in endometrial cancer|Hans Nagar, Nina Wietek, Richard J Goodall, Will Hughes, Mia Schmidt-Hansen, Jo Morrison|2021-06-09

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD011817.pub2/full|Diagnosis|Serum or plasma ferritin concentration as an index of iron deficiency and overload|Maria Nieves Garcia-Casal, Sant-Rayn Pasricha, Ricardo X Martinez, Lucero Lopez-Perez, Juan Pablo Peña-Rosas|2021-05-24

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD012972.pub2/full|Diagnosis|Impact of the diagnostic test Xpert MTB/RIF on patient outcomes for tuberculosis|Frederick Haraka, Mwaka Kakolwa, Samuel G Schumacher, Ruvandhi R Nathavitharana, Claudia M Denkinger, Sebastien Gagneux, Klaus Reither, Amanda Ross|2021-05-06

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD013346.pub2/full|Diagnosis|Abdominal ultrasound and alpha‐foetoprotein for the diagnosis of hepatocellular carcinoma&nbsp;in adults with chronic liver disease|Agostino Colli, Tin Nadarevic, Damir Miletic, Vanja Giljaca, Mirella Fraquelli, Davor Štimac, Giovanni Casazza|2021-04-15

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD013705.pub2/full|Diagnosis|Rapid, point‐of‐care antigen and molecular‐based tests for diagnosis of SARS‐CoV‐2 infection|Jacqueline Dinnes, Jonathan J Deeks, Sarah Berhane, Melissa Taylor, Ada Adriano, Clare Davenport, Sabine Dittrich, Devy Emperador, Yemisi Takwoingi, Jane Cunningham, Sophie Beese, Julie Domen, Janine Dretzke, Lavinia Ferrante di Ruffano, Isobel M Harris, Malcolm J Price, Sian Taylor-Phillips, Lotty Hooft, Mariska MG Leeflang, Matthew DF McInnes, René Spijker, Ann Van den Bruel, Cochrane COVID-19 Diagnostic Test Accuracy Group|2021-03-24

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD013694.pub2/full|Diagnosis|Xpert MTB/RIF and Xpert Ultra assays for screening for pulmonary tuberculosis and rifampicin resistance in adults, irrespective of signs or symptoms|Adrienne E Shapiro, Jennifer M Ross, Mandy Yao, Ian Schiller, Mikashmi Kohli, Nandini Dendukuri, Karen R Steingart, David J Horne|2021-03-23

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD012553.pub2/full|Diagnosis|Ultrasound for diagnosis of birth weight discordance in twin pregnancies|Shayesteh Jahanfar, Jacqueline J Ho, Sharifah Halimah Jaafar, Iosief Abraha, Mohaddesseh Noura, Cassandra R Ross, Mohan Pammi|2021-03-09

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD013665.pub2/full|Diagnosis|Signs and symptoms to determine if a patient presenting in primary care or hospital outpatient settings has COVID‐19|Thomas Struyf, Jonathan J Deeks, Jacqueline Dinnes, Yemisi Takwoingi, Clare Davenport, Mariska MG Leeflang, René Spijker, Lotty Hooft, Devy Emperador, Julie Domen, Sebastiaan R A Horn, Ann Van den Bruel, Cochrane COVID-19 Diagnostic Test Accuracy Group|2021-02-23

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD009593.pub5/full|Diagnosis|Xpert Ultra versus Xpert MTB/RIF for pulmonary tuberculosis and rifampicin resistance in adults with presumptive pulmonary tuberculosis|Jerry S Zifodya, Jonah S Kreniske, Ian Schiller, Mikashmi Kohli, Nandini Dendukuri, Samuel G Schumacher, Eleanor A Ochodo, Frederick Haraka, Alice A Zwerling, Madhukar Pai, Karen R Steingart, David J Horne|2021-02-22

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD010945.pub2/full|Diagnosis|Plasma and cerebrospinal fluid ABeta42 for the differential diagnosis of Alzheimer's disease dementia in participants diagnosed with any dementia subtype in a specialist care setting|Michelle Kokkinou, Lucy C Beishon, Nadja Smailagic, Anna H Noel-Storr, Chris Hyde, Obioha Ukoumunne, Rosemary E Worrall, Anja Hayen, Meera Desai, Abhishekh Hulegar Ashok, Eleanor J Paul, Aikaterini Georgopoulou, Tiziana Casoli, Terry J Quinn, Craig W Ritchie|2021-02-10

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD012768.pub3/full|Diagnosis|Xpert MTB/RIF Ultra and Xpert MTB/RIF assays for extrapulmonary tuberculosis and rifampicin resistance in adults|Mikashmi Kohli, Ian Schiller, Nandini Dendukuri, Mandy Yao, Keertan Dheda, Claudia M Denkinger, Samuel G Schumacher, Karen R Steingart|2021-01-15

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD013218.pub2/full|Diagnosis|Rapid diagnostic tests for Plasmodium vivax malaria in endemic countries|Ridhi Agarwal, Leslie Choi, Samuel Johnson, Yemisi Takwoingi|2020-11-04

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD009185.pub3/full|Diagnosis|Procalcitonin, C‐reactive protein, and erythrocyte sedimentation rate for the diagnosis of acute pyelonephritis in children|Kai J Shaikh, Victor A Osio, Mariska MG Leeflang, Nader Shaikh|2020-09-10

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD013359.pub2/full|Diagnosis|Xpert MTB/RIF and Xpert MTB/RIF Ultra assays for active tuberculosis and rifampicin resistance in children|Alexander W Kay, Lucia González Fernández, Yemisi Takwoingi, Michael Eisenhut, Anne K Detjen, Karen R Steingart, Anna M Mandalakas|2020-08-27

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD013031.pub2/full|Diagnosis|Chest ultrasonography versus supine chest radiography for diagnosis of pneumothorax in trauma patients in the emergency department|Kenneth K Chan, Daniel A Joo, Andrew D McRae, Yemisi Takwoingi, Zahra A Premji, Eddy Lang, Abel Wakai|2020-07-23

